Lane_N_Count,Lane_S_Count,Lane_E_Count,Lane_W_Count,Congestion_N,Congestion_S,Congestion_E,Congestion_W,Current_Green_Lane,Green_Timer_Remaining,Event_Type,Event_Lane,Congestion_Level,Optimal_Action,Signal_Duration
3,10,9,10,47.3,30.4,37.6,39,E,23,Breakdown,S,Moderate,GREEN_N,39
1,5,1,1,21.1,54.2,19.1,15.4,N,17,Breakdown,E,Low,GREEN_S,24
9,4,11,7,37.6,18.8,35.9,47.1,E,32,Ambulance,W,Moderate,GREEN_W,35
36,21,25,37,93.6,76.8,78.4,85.6,W,26,Ambulance,N,Severe,GREEN_N,35
24,12,24,20,62.8,42.9,66.3,48.5,E,16,Ambulance,E,Moderate,GREEN_E,35
34,47,40,39,98.9,100,100,99.9,N,36,Breakdown,W,Severe,GREEN_S,57
51,34,39,52,100,96.3,100,100,N,1,Ambulance,W,Severe,GREEN_W,35
32,32,46,38,96.4,100,100,98.2,E,14,Normal,None,Severe,GREEN_E,60
13,4,8,15,28.7,16.5,26.3,45.6,E,7,Normal,None,Low,GREEN_W,26
20,15,11,8,68.7,62.2,53.2,56.4,E,7,Normal,None,High,GREEN_N,45
7,15,7,14,28.6,43.3,52.7,36.3,N,20,Ambulance,E,Moderate,GREEN_E,35
40,36,18,24,83,81.3,74,93.3,W,6,Breakdown,S,Severe,GREEN_W,81
35,36,25,38,83.9,74.2,96,81.2,N,8,Normal,None,Severe,GREEN_E,79
44,40,43,36,100,93.4,100,100,S,8,Normal,None,Severe,GREEN_N,82
7,2,3,2,47.3,17.2,55.7,19.3,E,22,Normal,None,Moderate,GREEN_E,34
2,12,1,6,21.6,56.2,21.7,40.6,W,42,Normal,None,Moderate,GREEN_S,50
11,18,8,10,70.3,64,47.7,55.9,S,27,Ambulance,N,High,GREEN_N,35
20,33,31,33,95.6,73.2,79.2,84.5,S,9,Normal,None,Severe,GREEN_N,57
35,40,35,42,93.3,95.4,100,100,E,73,Breakdown,S,Severe,GREEN_W,79
38,42,38,22,69.9,76.3,78.3,72.5,S,7,Normal,None,High,GREEN_E,60
13,4,7,6,43.3,20.8,27.3,53.1,N,46,Breakdown,N,Moderate,GREEN_W,50
10,16,27,27,43.7,58.7,56.7,67.9,W,15,Breakdown,N,High,GREEN_W,46
4,4,5,2,26,50.9,42.7,23.3,N,21,Normal,None,Moderate,GREEN_S,48
41,27,25,33,88.1,71.4,77.4,81.8,E,36,Normal,None,Severe,GREEN_N,57
40,18,35,26,82.9,97.7,77.9,77.1,W,5,Ambulance,S,Severe,GREEN_S,35
1,13,3,10,10.6,46.5,26.4,42.9,S,9,Normal,None,Moderate,GREEN_S,30
38,50,40,34,98.5,100,100,99.2,N,15,Ambulance,E,Severe,GREEN_E,35
42,40,37,42,100,100,100,95.2,W,33,Ambulance,E,Severe,GREEN_E,35
8,3,10,1,50.8,23.9,43.7,23.8,E,4,Normal,None,Moderate,GREEN_N,41
36,43,45,55,100,100,98.8,100,N,36,Breakdown,N,Severe,GREEN_W,60
25,10,16,20,68.3,47.7,52.4,62.7,S,51,Normal,None,High,GREEN_N,63
39,43,49,36,100,100,100,98.2,S,45,Normal,None,Severe,GREEN_N,61
4,12,13,15,18.8,52.1,32.4,39.2,W,27,Normal,None,Moderate,GREEN_S,45
42,45,41,48,98.2,100,100,95.2,W,12,Ambulance,S,Severe,GREEN_S,35
4,11,8,10,48.5,40.3,31,41.7,W,36,Breakdown,E,Moderate,GREEN_N,42
13,28,27,19,66.9,59.3,61.7,49.9,N,3,Ambulance,N,High,GREEN_N,35
26,24,32,24,74.6,80.1,70.3,89.3,W,38,Normal,None,Severe,GREEN_W,61
12,22,27,25,44.6,63.7,72.4,58.2,S,23,Breakdown,S,High,GREEN_E,54
4,9,6,11,20.5,36.7,30.2,45.3,S,6,Ambulance,W,Moderate,GREEN_W,35
41,39,50,42,100,97.2,99.1,100,S,6,Ambulance,W,Severe,GREEN_W,35
24,18,13,16,56.4,60.8,52.6,73.9,N,47,Normal,None,High,GREEN_W,63
55,50,52,36,100,100,100,100,S,3,Normal,None,Severe,GREEN_E,55
9,11,26,21,40.9,80.6,70.5,62.2,W,36,Breakdown,E,High,GREEN_S,46
18,25,20,21,50.6,58.7,72.6,63,N,12,Ambulance,E,High,GREEN_E,35
1,15,2,3,17.5,55.4,27.4,21.3,E,6,Normal,None,Low,GREEN_S,25
36,38,30,26,76.5,88.8,78.4,67,E,55,Normal,None,Severe,GREEN_S,68
23,8,14,24,60.8,55,59.5,69.1,N,16,Ambulance,W,High,GREEN_W,35
28,28,16,22,50.6,55.3,49.7,48.2,S,22,Normal,None,Moderate,GREEN_S,41
14,19,17,8,59.2,59.9,65.1,41.3,E,1,Ambulance,E,High,GREEN_E,35
30,26,39,41,77.8,77.8,72.5,83.6,E,13,Ambulance,W,Severe,GREEN_W,35
15,10,4,2,49.5,30.6,60.2,16.2,E,17,Ambulance,E,Moderate,GREEN_E,35
12,7,11,4,34.8,45.5,28.5,21,E,1,Normal,None,Moderate,GREEN_S,38
52,42,45,38,100,99.3,98,100,N,25,Ambulance,N,Severe,GREEN_N,35
34,22,28,21,92.6,72.1,83.8,65.6,W,43,Breakdown,E,Severe,GREEN_N,57
13,21,8,25,73.7,52.6,51.7,66.4,E,6,Ambulance,N,High,GREEN_N,35
9,3,11,2,41,15.4,47.8,17.6,E,8,Normal,None,Low,GREEN_E,15
28,28,36,23,83.1,79.5,74.6,91.5,S,3,Ambulance,W,Severe,GREEN_W,35
46,49,49,34,100,98.1,100,100,N,28,Ambulance,W,Severe,GREEN_W,35
8,2,12,4,41.3,16.9,50.8,63.1,E,8,Ambulance,W,Moderate,GREEN_W,35
38,38,41,54,91.2,100,97.9,100,S,17,Ambulance,S,Severe,GREEN_S,35
12,1,3,7,47.1,11,19.8,26.7,W,21,Normal,None,Low,GREEN_N,22
2,4,12,15,18,21.3,49.5,42.5,S,20,Breakdown,W,Moderate,GREEN_E,50
11,10,16,13,47.7,58.1,58.9,62.1,N,27,Normal,None,High,GREEN_W,49
4,13,4,15,14.7,33.8,19.1,33.4,N,34,Ambulance,S,Low,GREEN_S,35
33,51,47,50,100,95.7,98.6,100,W,14,Ambulance,N,Severe,GREEN_N,35
48,32,34,48,100,90.9,100,100,N,11,Normal,None,Severe,GREEN_W,73
33,41,52,53,100,95.3,100,99.8,S,21,Normal,None,Severe,GREEN_N,58
9,2,13,7,38.8,17,48.3,31.1,W,18,Normal,None,Moderate,GREEN_E,49
23,19,21,21,61.4,47.5,67.6,52.3,N,2,Ambulance,E,High,GREEN_E,35
28,17,8,16,61.8,51.4,51.6,68.6,S,12,Breakdown,N,High,GREEN_W,53
29,27,27,42,75.4,70.8,69.4,86.8,E,20,Ambulance,W,High,GREEN_W,35
31,25,20,25,72.1,78.2,65.7,84.8,N,31,Ambulance,W,High,GREEN_W,35
23,22,21,27,77.4,72.2,91.6,80.3,W,27,Ambulance,E,Severe,GREEN_E,35
10,14,6,11,35.9,35.8,31.1,28.5,E,32,Ambulance,N,Moderate,GREEN_N,35
45,50,44,42,100,100,96.3,93,E,62,Normal,None,Severe,GREEN_N,83
18,28,36,25,79.3,79.2,74.9,73,S,21,Ambulance,N,Severe,GREEN_N,35
13,8,6,9,43.6,29.5,22.1,24,W,7,Normal,None,Low,GREEN_N,28
47,39,47,46,100,98.3,100,100,N,60,Normal,None,Severe,GREEN_W,76
19,29,24,34,74,91.8,74.9,85.8,E,27,Normal,None,Severe,GREEN_S,82
15,15,14,13,52.3,49,60.6,66.9,N,30,Breakdown,E,High,GREEN_W,46
23,20,18,8,66.7,81.3,49.8,49.8,E,27,Ambulance,S,High,GREEN_S,35
43,38,35,43,100,96,100,100,N,21,Normal,None,Severe,GREEN_W,59
15,15,15,2,40.1,35.1,36.6,47.4,E,13,Ambulance,W,Moderate,GREEN_W,35
52,39,46,40,100,91.2,100,93.4,N,48,Normal,None,Severe,GREEN_E,61
15,28,26,12,71.6,66.3,64.4,42,E,6,Ambulance,N,High,GREEN_N,35
21,20,28,12,68.6,59.3,54.6,50.6,N,52,Breakdown,W,High,GREEN_N,63
33,31,28,23,80.6,90.4,77.4,73.6,W,16,Ambulance,S,Severe,GREEN_S,35
11,13,7,11,30.1,40.4,25.5,31,E,2,Breakdown,E,Moderate,GREEN_S,30
53,33,46,54,100,90.5,100,100,N,39,Normal,None,Severe,GREEN_W,69
28,10,26,17,65.1,74.8,54.1,47.9,E,27,Ambulance,S,High,GREEN_S,35
27,14,20,11,63.2,55.3,76.6,48,S,57,Normal,None,High,GREEN_E,59
23,25,11,13,64.7,73.9,47.2,49.4,S,14,Normal,None,High,GREEN_S,60
2,7,12,10,11.4,21.2,31.9,31.5,S,18,Ambulance,E,Low,GREEN_E,35
48,40,52,55,100,99.6,100,100,N,78,Normal,None,Severe,GREEN_N,82
37,30,38,22,84.7,71.2,70.1,65.1,S,47,Breakdown,S,High,GREEN_N,63
14,4,14,9,36.5,27.3,39,27.7,S,19,Ambulance,E,Moderate,GREEN_E,35
6,11,12,9,30.7,36.7,39.3,52.1,S,7,Ambulance,W,Moderate,GREEN_W,35
15,21,14,26,57.5,62.3,75.8,67.6,S,22,Normal,None,High,GREEN_E,62
50,37,43,44,100,91.6,100,94.3,S,15,Ambulance,E,Severe,GREEN_E,35
16,12,20,12,49.2,48.5,59.1,67.4,S,33,Breakdown,E,High,GREEN_W,50
35,26,41,42,80.3,93.7,73.1,70.4,N,31,Breakdown,W,Severe,GREEN_S,79
18,19,36,28,78.9,92.5,82.8,73.7,W,7,Ambulance,S,Severe,GREEN_S,35
36,50,33,35,100,100,96.2,94.3,N,44,Normal,None,Severe,GREEN_N,71
19,11,26,8,59.2,43.5,68.6,42.8,N,37,Normal,None,Moderate,GREEN_E,40
9,14,1,5,36.8,44.8,20.1,57.1,W,30,Ambulance,W,Moderate,GREEN_W,35
11,8,15,12,28.9,31.8,37.4,23.4,W,23,Normal,None,Low,GREEN_E,28
31,32,34,38,89,71.6,71,79.3,S,37,Normal,None,Severe,GREEN_N,80
29,21,30,39,92.5,77.8,75.5,71.5,S,2,Ambulance,N,Severe,GREEN_N,35
21,30,23,35,79.8,75.5,77.5,88.6,S,61,Normal,None,Severe,GREEN_W,66
36,27,18,41,80.5,89.9,73.2,76,E,16,Ambulance,S,Severe,GREEN_S,35
40,34,34,55,99.9,100,100,100,W,58,Normal,None,Severe,GREEN_S,83
27,31,25,25,70.7,84,94.4,73.7,W,7,Normal,None,Severe,GREEN_E,80
26,19,15,22,66,49,45,64.3,N,7,Normal,None,High,GREEN_N,55
36,34,39,30,70.2,72.3,78.3,84.9,N,31,Ambulance,W,Severe,GREEN_W,35
42,42,39,41,100,100,97,100,N,31,Normal,None,Severe,GREEN_S,72
39,39,20,22,85.2,77.8,70.3,66.9,N,9,Ambulance,N,High,GREEN_N,35
9,6,15,11,52.5,21.2,45.5,38,E,6,Ambulance,N,Moderate,GREEN_N,35
4,15,4,12,15.9,43.5,29.3,39.1,S,7,Ambulance,S,Moderate,GREEN_S,35
44,39,46,44,96.2,100,96.9,100,W,32,Ambulance,S,Severe,GREEN_S,35
42,38,41,35,100,100,94.9,92.1,E,5,Ambulance,S,Severe,GREEN_S,35
3,9,4,4,24.5,44.9,26.2,28.1,W,23,Breakdown,N,Low,GREEN_S,28
49,51,49,34,98,95.9,100,96.6,E,31,Breakdown,N,Severe,GREEN_E,75
8,10,6,13,24,25.7,40.9,33.8,W,15,Normal,None,Moderate,GREEN_E,39
11,22,9,25,47.3,58.6,45.2,70.5,N,32,Normal,None,Moderate,GREEN_W,49
49,52,49,50,100,98.1,100,100,S,17,Normal,None,Severe,GREEN_E,79
32,47,40,44,100,100,93.8,98.3,W,70,Breakdown,W,Severe,GREEN_S,81
26,32,39,32,65.4,72.4,74,71.3,N,36,Normal,None,High,GREEN_E,63
12,21,24,9,46.7,69.1,58.6,45.6,S,4,Normal,None,Moderate,GREEN_S,33
13,22,21,17,46.6,51.4,56.2,54.2,S,32,Normal,None,Moderate,GREEN_E,36
36,47,39,49,91.7,100,100,100,W,75,Normal,None,Severe,GREEN_S,78
36,41,36,41,100,100,100,100,N,47,Normal,None,Severe,GREEN_W,59
13,11,27,22,50.2,45.2,76.2,64.6,E,37,Normal,None,High,GREEN_E,61
15,15,13,1,47,39.1,27.3,10.2,N,16,Ambulance,N,Low,GREEN_N,35
30,38,21,18,81.8,86.8,70,72.7,N,31,Ambulance,S,Severe,GREEN_S,35
53,50,46,47,100,100,100,96.3,W,42,Normal,None,Severe,GREEN_N,72
2,3,1,6,19,50.4,17.7,39.4,W,39,Breakdown,W,Moderate,GREEN_S,40
19,25,39,25,76,76.7,82.3,67.4,W,39,Normal,None,High,GREEN_E,64
2,2,15,1,21.4,21.8,67.3,19,S,11,Normal,None,Moderate,GREEN_E,32
15,12,18,28,52.6,82,52.3,68,E,18,Ambulance,S,High,GREEN_S,35
22,34,36,28,90.7,78.2,73.3,75.2,W,12,Ambulance,N,Severe,GREEN_N,35
25,16,8,18,65.3,57.1,55.3,77.8,W,34,Ambulance,W,High,GREEN_W,35
40,53,40,37,98.3,100,96.7,100,W,8,Normal,None,Severe,GREEN_S,72
42,22,27,39,80.4,69,73.6,85.3,E,23,Ambulance,W,Severe,GREEN_W,35
23,22,14,24,65.4,50,51.3,60.2,S,17,Normal,None,High,GREEN_N,53
35,47,51,32,97,97.6,100,100,E,64,Normal,None,Severe,GREEN_E,79
13,24,9,19,76.4,69.3,46.9,52.7,N,18,Ambulance,N,High,GREEN_N,35
8,11,6,14,32.6,28.4,39.1,33.6,W,3,Normal,None,Moderate,GREEN_E,34
3,9,13,4,23.7,42.1,49.1,60.9,W,19,Ambulance,W,Moderate,GREEN_W,35
13,15,27,22,46.3,68.4,54.8,57.5,W,49,Normal,None,High,GREEN_S,50
13,8,5,2,48.3,39.3,26.1,27,S,37,Normal,None,Moderate,GREEN_N,47
21,23,20,19,81.3,83.6,71.2,71.6,S,40,Breakdown,E,Severe,GREEN_S,77
49,45,51,34,99.7,96.1,100,100,N,32,Ambulance,W,Severe,GREEN_W,35
30,37,39,32,69.3,90.9,81.4,73.8,S,33,Normal,None,Severe,GREEN_S,72
12,12,18,9,59.3,60.2,61.1,66.4,E,45,Normal,None,High,GREEN_W,54
9,1,9,10,32.4,55.7,41.8,34.6,W,12,Normal,None,Moderate,GREEN_S,33
18,41,36,20,94.6,86.9,84.3,78.1,W,30,Ambulance,N,Severe,GREEN_N,35
37,23,26,32,83.8,72.4,75,79.9,W,62,Normal,None,Severe,GREEN_N,78
10,5,13,6,40.6,19.7,50.3,31.9,E,22,Ambulance,E,Moderate,GREEN_E,35
4,6,14,11,15.1,22.3,53.9,41.2,N,25,Normal,None,Moderate,GREEN_E,42
14,28,9,12,49.6,67.3,52,44.5,S,18,Ambulance,S,Moderate,GREEN_S,35
23,9,13,13,68,52.1,81.1,55.7,W,20,Ambulance,E,High,GREEN_E,35
15,15,2,4,52.9,45.2,16.8,27.2,N,14,Normal,None,Moderate,GREEN_N,36
23,9,24,8,65.1,48.6,72.9,48.5,E,26,Ambulance,E,High,GREEN_E,35
20,42,41,39,68.1,80.8,87.2,75.8,S,49,Normal,None,Severe,GREEN_E,62
14,4,4,12,34.6,24.3,47.4,32.8,W,9,Ambulance,E,Moderate,GREEN_E,35
13,12,23,14,57.7,53.8,59.3,71,W,20,Ambulance,W,High,GREEN_W,35
50,41,44,38,95.5,100,99.8,100,W,46,Normal,None,Severe,GREEN_W,62
34,54,46,53,93.3,96.5,100,100,W,9,Ambulance,W,Severe,GREEN_W,35
35,52,42,46,100,100,100,99.3,S,56,Normal,None,Severe,GREEN_N,79
22,8,19,23,64.4,50.4,51,71.7,E,48,Normal,None,High,GREEN_W,53
30,30,26,31,71.9,78.5,72.1,71.1,W,8,Ambulance,S,High,GREEN_S,35
10,13,7,5,25.8,37.7,21.3,45.8,E,21,Normal,None,Moderate,GREEN_W,46
7,3,11,7,45.7,22.4,39.1,37.9,W,26,Normal,None,Moderate,GREEN_N,34
16,8,8,11,66.3,56.5,51.5,62.3,S,21,Normal,None,High,GREEN_N,47
40,32,19,22,82.3,73.8,76.4,71.1,W,60,Breakdown,E,High,GREEN_N,64
8,14,22,14,42.5,61.6,68.4,54.1,W,23,Ambulance,E,High,GREEN_E,35
15,12,11,7,39.3,31.6,31.2,30.2,W,29,Ambulance,N,Moderate,GREEN_N,35
12,28,19,10,45.8,69.4,50.7,44,W,33,Breakdown,E,Moderate,GREEN_S,41
35,41,45,54,94.1,100,100,98.1,N,50,Normal,None,Severe,GREEN_S,64
17,10,11,21,64.7,54.5,49.6,75.8,W,10,Breakdown,S,High,GREEN_W,64
39,31,37,27,83.2,69.6,77.9,97.4,W,5,Ambulance,W,Severe,GREEN_W,35
28,13,22,19,57.4,66.8,52.8,61.2,E,15,Ambulance,S,High,GREEN_S,35
33,42,48,50,100,100,100,100,N,20,Normal,None,Severe,GREEN_W,80
32,48,43,43,93,100,97.6,100,N,20,Ambulance,S,Severe,GREEN_S,35
32,41,25,35,77.5,72.1,76.4,82.7,W,24,Ambulance,W,Severe,GREEN_W,35
13,14,14,12,28.8,41.7,32.7,31.2,W,14,Ambulance,S,Moderate,GREEN_S,35
20,25,20,19,64.8,52.1,59.1,51.4,S,12,Normal,None,High,GREEN_N,46
11,25,19,18,47.7,66.3,54.6,47.8,E,8,Normal,None,Moderate,GREEN_S,42
43,44,33,54,100,94.9,98.7,100,E,2,Ambulance,N,Severe,GREEN_N,35
23,41,42,23,65.9,89.1,83.4,71.1,N,29,Normal,None,Severe,GREEN_S,72
5,12,4,9,24.4,47,25.8,37.5,E,30,Ambulance,S,Moderate,GREEN_S,35
41,29,29,24,84.4,99.4,77.2,66.3,N,47,Normal,None,Severe,GREEN_S,68
48,49,50,51,100,97.1,100,100,S,7,Normal,None,Severe,GREEN_W,77
53,54,47,41,100,100,100,95.6,N,47,Normal,None,Severe,GREEN_N,80
24,15,23,28,64.1,56.8,63.6,57.1,E,3,Normal,None,High,GREEN_N,47
39,33,38,29,78.3,67.4,70.3,74.3,E,15,Ambulance,N,High,GREEN_N,35
2,12,10,4,43.8,38.7,34.8,30.2,N,24,Ambulance,N,Moderate,GREEN_N,35
8,18,28,22,52.8,60.7,58.9,72.7,W,57,Normal,None,High,GREEN_W,63
9,12,14,25,55.8,80.5,47.4,70.9,W,9,Breakdown,E,High,GREEN_S,50
25,41,22,19,99,86.7,71.3,74.4,E,16,Normal,None,Severe,GREEN_N,72
21,10,27,25,58.2,54.6,61.9,62.5,W,34,Ambulance,W,High,GREEN_W,35
6,12,1,12,57,42.4,10.5,34.6,E,19,Ambulance,N,Moderate,GREEN_N,35
27,8,22,21,75.3,39,64.9,48.9,N,12,Normal,None,High,GREEN_N,51
17,10,24,26,54.9,42.2,75.1,65,S,2,Normal,None,High,GREEN_E,47
2,12,10,5,24.1,47.9,57.5,27.2,W,24,Ambulance,E,Moderate,GREEN_E,35
47,53,37,42,100,99.4,100,95.2,W,55,Breakdown,W,Severe,GREEN_N,63
25,24,21,18,76,61,60.5,49,W,22,Normal,None,High,GREEN_N,45
21,26,29,40,68.9,68.4,82.9,76.3,N,28,Ambulance,E,High,GREEN_E,35
24,27,21,10,63.3,56.4,51.3,46.3,W,2,Normal,None,Moderate,GREEN_N,44
36,19,37,33,87.2,67.5,73.9,74.1,S,22,Normal,None,High,GREEN_N,51
8,10,7,14,34.2,49,30.9,35.9,N,10,Normal,None,Moderate,GREEN_S,47
1,4,10,2,23,59.5,54.3,27.3,S,20,Breakdown,E,Moderate,GREEN_S,31
27,12,9,21,69.8,51.8,82.5,56.5,N,8,Ambulance,E,High,GREEN_E,35
50,37,41,55,100,100,100,100,E,23,Ambulance,E,Severe,GREEN_E,35
40,34,52,49,99.6,100,100,94.9,S,34,Normal,None,Severe,GREEN_E,58
13,9,2,3,44.2,54.4,14.2,25.4,S,35,Normal,None,Moderate,GREEN_S,37
12,8,6,10,33.6,25.1,23.8,40.2,W,8,Normal,None,Low,GREEN_W,25
29,18,24,37,74.2,84.8,73.3,78.2,S,16,Ambulance,S,Severe,GREEN_S,35
1,2,1,4,27.6,34.5,29.7,49.4,N,17,Breakdown,N,Moderate,GREEN_W,46
24,30,33,26,91.2,80.9,76.2,73,E,58,Breakdown,S,Severe,GREEN_N,83
12,4,3,2,49.4,58.3,26.6,22.9,S,12,Ambulance,S,Moderate,GREEN_S,35
34,21,23,35,84.3,89.5,68,75.5,S,70,Normal,None,Severe,GREEN_S,77
18,41,20,38,73.9,81.4,86.7,80.4,S,18,Ambulance,E,Severe,GREEN_E,35
34,42,35,43,99.4,100,100,100,N,47,Breakdown,E,Severe,GREEN_W,57
35,32,41,38,79.9,74.8,71.8,92.3,S,22,Breakdown,E,Severe,GREEN_W,68
32,38,26,19,77.4,73.4,70.6,63.8,S,28,Breakdown,E,High,GREEN_N,53
45,42,50,52,100,96.3,100,100,W,61,Normal,None,Severe,GREEN_W,64
44,33,39,34,100,100,99.7,100,W,22,Normal,None,Severe,GREEN_W,58
17,9,27,20,62.5,54.4,70.2,57.9,W,9,Breakdown,S,High,GREEN_E,63
34,38,23,28,82.2,93.7,72.9,71.6,W,45,Normal,None,Severe,GREEN_S,82
50,41,36,46,97.6,100,95.3,98.4,E,10,Ambulance,S,Severe,GREEN_S,35
5,10,2,10,40.1,34,24.1,30.3,S,9,Normal,None,Moderate,GREEN_N,34
41,20,35,27,85.9,69.7,99,71.4,W,69,Breakdown,W,Severe,GREEN_E,71
11,1,1,15,59.8,13.4,20.7,52,N,23,Ambulance,N,Moderate,GREEN_N,35
21,37,41,20,79.8,85.6,75.2,70.3,W,48,Normal,None,Severe,GREEN_S,78
24,24,16,26,76.7,49.4,55.1,62.3,E,11,Ambulance,N,High,GREEN_N,35
44,50,45,35,96.1,100,100,99.9,N,19,Ambulance,S,Severe,GREEN_S,35
28,9,13,12,63.8,46.7,46.9,55.8,W,37,Normal,None,Moderate,GREEN_N,48
4,3,3,9,20.7,31,28.3,51.4,W,9,Normal,None,Moderate,GREEN_W,35
41,24,39,39,79.5,91.5,74.4,81.6,N,29,Ambulance,S,Severe,GREEN_S,35
19,19,19,8,55.7,55.3,65.9,44.4,W,30,Normal,None,Moderate,GREEN_E,32
36,38,34,38,78.2,72.1,76.6,90,E,43,Normal,None,Severe,GREEN_W,69
33,43,36,36,100,100,100,99.3,S,2,Ambulance,N,Severe,GREEN_N,35
9,9,20,10,69.3,47.9,64,57.4,W,1,Ambulance,N,High,GREEN_N,35
11,6,15,1,35.8,50.8,44.4,19.7,N,26,Normal,None,Moderate,GREEN_S,42
30,39,34,26,74.3,93.6,82.8,68.3,W,7,Breakdown,E,Severe,GREEN_S,75
21,23,12,21,57.8,70.1,47.7,56.3,N,46,Normal,None,High,GREEN_S,49
12,2,11,8,37.1,51.3,31.2,32.3,N,27,Ambulance,S,Moderate,GREEN_S,35
4,3,4,8,51.6,18.7,25.7,37.2,E,3,Normal,None,Moderate,GREEN_N,35
26,23,21,27,82.8,74.1,78.4,93.3,S,6,Normal,None,Severe,GREEN_W,62
27,23,30,30,76.3,71.4,75.7,87.7,S,6,Normal,None,Severe,GREEN_W,60
35,40,22,31,80.6,70.6,68.5,89.1,N,13,Ambulance,W,Severe,GREEN_W,35
16,10,28,12,88.5,52.3,74,44.2,S,6,Ambulance,N,High,GREEN_N,35
21,15,9,8,71.2,59.9,57.6,51.3,N,5,Ambulance,N,High,GREEN_N,35
27,27,27,25,55,62.2,72.2,55.2,S,28,Ambulance,E,High,GREEN_E,35
19,12,17,28,60.2,48.9,55,69.5,E,22,Normal,None,High,GREEN_W,64
11,7,1,8,41.7,38.6,15.8,28.6,N,31,Normal,None,Moderate,GREEN_N,44
36,31,22,40,83.7,79.3,75.2,95.9,E,19,Normal,None,Severe,GREEN_W,65
39,33,54,48,100,100,100,100,N,24,Ambulance,W,Severe,GREEN_W,35
55,54,51,33,100,100,99.5,100,E,47,Normal,None,Severe,GREEN_S,71
26,33,21,36,76.8,83.3,69.5,84.7,W,70,Breakdown,E,Severe,GREEN_W,75
55,47,37,51,98,93.7,90.7,96.8,N,58,Normal,None,Severe,GREEN_N,66
24,27,24,33,80.6,91.3,72.1,72.2,S,31,Ambulance,S,Severe,GREEN_S,35
17,25,24,8,57.8,59.1,62.1,70.3,S,9,Ambulance,W,High,GREEN_W,35
17,12,15,15,55.4,57.7,59.8,73.8,E,33,Ambulance,W,High,GREEN_W,35
9,14,26,28,51.4,55.7,75.5,67.7,E,44,Normal,None,High,GREEN_E,48
50,32,47,38,100,100,96.1,98.9,S,56,Normal,None,Severe,GREEN_N,78
17,19,11,15,63.5,52.7,54.7,52.7,N,10,Ambulance,N,Moderate,GREEN_N,35
2,13,3,15,12.8,45.3,24.1,38.5,N,2,Normal,None,Low,GREEN_S,13
22,17,21,12,61.6,75.4,63.7,49.9,S,24,Ambulance,S,High,GREEN_S,35
10,15,4,12,29.3,32.9,49.6,39,N,1,Ambulance,E,Moderate,GREEN_E,35
11,11,7,9,36,48.2,25.3,30.3,S,41,Normal,None,Moderate,GREEN_S,42
7,8,2,8,53.8,38.3,19.8,41.4,E,6,Normal,None,Moderate,GREEN_N,32
12,15,23,18,52.3,58.8,65.5,54.6,E,34,Ambulance,E,High,GREEN_E,35
37,21,22,33,78,68.8,68.3,76.5,S,33,Ambulance,N,High,GREEN_N,35
34,30,40,34,90.3,73.2,81.2,76.1,W,81,Normal,None,Severe,GREEN_N,82
52,44,55,51,93.1,100,98.5,99.1,W,75,Normal,None,Severe,GREEN_S,77
7,6,2,12,25,50.2,17.3,36.9,S,11,Normal,None,Moderate,GREEN_S,36
22,19,17,17,69.1,55.5,59.9,58.3,N,13,Ambulance,N,High,GREEN_N,35
6,7,1,6,27.1,32.7,15.2,41.4,E,24,Ambulance,W,Low,GREEN_W,35
43,45,35,45,100,100,99.1,100,N,31,Ambulance,W,Severe,GREEN_W,35
41,33,21,19,75.5,84.1,75.9,95.6,W,11,Ambulance,W,Severe,GREEN_W,35
34,41,19,41,70.9,84,71.7,84.5,E,32,Normal,None,Severe,GREEN_W,61
41,47,33,39,100,99.2,95,100,S,55,Normal,None,Severe,GREEN_N,59
24,33,20,32,91.4,85.5,78.4,82.9,S,2,Ambulance,N,Severe,GREEN_N,35
49,43,53,47,100,95.3,100,100,N,40,Normal,None,Severe,GREEN_N,62
25,11,18,26,64.8,42.7,56.8,71.4,E,21,Ambulance,W,High,GREEN_W,35
34,24,35,23,91.5,77.7,72.3,76.1,N,19,Normal,None,Severe,GREEN_N,75
2,9,9,3,15.5,50.7,37.1,17.8,W,6,Ambulance,S,Low,GREEN_S,35
11,10,9,12,75.6,52.5,52.3,62,E,1,Normal,None,High,GREEN_N,52
11,15,12,9,52.3,42.6,37.6,28.7,S,2,Ambulance,N,Moderate,GREEN_N,35
22,28,12,27,70.5,56,54.2,61.6,S,32,Ambulance,N,High,GREEN_N,35
35,29,25,39,94.5,75.2,73.1,81.1,W,76,Normal,None,Severe,GREEN_N,79
47,33,50,46,100,91.3,96.3,100,N,57,Normal,None,Severe,GREEN_W,83
2,6,6,11,27.7,34.1,29.7,47.5,W,6,Breakdown,N,Moderate,GREEN_W,44
33,38,39,18,79.3,71.2,75.3,69.6,N,22,Ambulance,N,High,GREEN_N,35
22,22,16,22,60.4,70.7,51.3,53.5,S,5,Breakdown,E,High,GREEN_S,51
48,42,45,42,100,96.1,96.8,100,S,13,Normal,None,Severe,GREEN_N,69
15,4,14,13,42.9,17.6,36.8,51.9,S,7,Normal,None,Moderate,GREEN_W,46
53,41,42,39,100,93.6,93.5,99.6,E,17,Normal,None,Severe,GREEN_N,79
10,13,9,14,26.7,52.5,29.1,40.3,N,13,Normal,None,Moderate,GREEN_S,47
